"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway","77/1650","368/10650",0.209239130434783,1.35054347826087,2.930232845324,0.00288766217045397,0.0103548796173715,0.00608365020359646,"13869/16367/12835/98432/23797/17863/56484/74747/20869/13637/12566/16399/14784/74370/26932/26931/11651/20963/14186/14062/18708/14180/71978/14600/105787/12824/16402/18607/12575/12915/22339/21770/12445/13640/16774/12015/20181/16410/12064/12125/16196/54635/13636/13639/16194/74343/13684/109333/12448/14745/14700/12371/18707/12571/50791/14184/22628/18590/208647/14924/19713/14709/12447/16001/14183/15461/12443/12826/16150/14182/13685/22341/12845/18709/320795/19651/244650",77
"Metabolism","Amino acid metabolism","mmu00310","Lysine degradation","19/1650","64/10650",0.296875,1.91619318181818,3.14764850087879,0.00294798693322128,0.0103548796173715,0.00608365020359646,"269132/208266/14055/381022/224530/110147/64707/77683/18822/70673/231051/97212/107823/11669/67956/14056/270076/214162/26432",19
"Environmental Information Processing","Signal transduction","mmu04066","HIF-1 signaling pathway","30/1650","117/10650",0.256410256410256,1.65501165501165,3.05028941317195,0.00294993663518141,0.0103548796173715,0.00608365020359646,"23797/18641/112407/15251/11651/18708/12325/18642/12914/22042/106557/67673/12575/22339/13819/12322/16194/108058/13684/18707/15277/14433/112406/16828/16001/18751/13685/18709/234779/112405",30
"Organismal Systems","Nervous system","mmu04724","Glutamatergic synapse","30/1650","117/10650",0.256410256410256,1.65501165501165,3.05028941317195,0.00294993663518141,0.0103548796173715,0.00608365020359646,"14660/14806/216456/108072/14813/58234/11515/224129/16440/268934/224997/20510/14810/19055/18749/242443/14700/14807/108069/12288/14812/14709/243961/14814/18751/210274/18747/11513/14681/76257",30
"Human Diseases","Infectious disease: viral","mmu05170","Human immunodeficiency virus 1 infection","54/1650","243/10650",0.222222222222222,1.43434343434343,2.93257245757625,0.00319876595565508,0.0111149039267207,0.00653017611361802,"12767/23797/14672/26420/21402/170758/14281/12313/11651/19766/18708/26419/19229/224105/67673/16440/21356/14972/21354/14964/15015/15040/15039/667977/240095/18018/12631/12015/22034/18019/19055/14700/12371/21938/18707/26414/19303/16885/14709/54131/12028/22390/18751/15461/14082/26400/99375/16150/18709/11767/14681/18021/234779/214763",54
"Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway","23/1650","84/10650",0.273809523809524,1.76731601731602,3.02296928632027,0.00361371696944583,0.0123281939617783,0.00724300257240342,"23797/14784/170758/14281/11651/20963/18708/18037/240354/18018/22325/18019/19055/12042/18707/16332/18751/15461/12520/16150/18709/18021/234779",23
"Organismal Systems","Environmental adaptation","mmu04710","Circadian rhythm","12/1650","34/10650",0.352941176470588,2.27807486631016,3.19587974244197,0.00361961508761515,0.0123281939617783,0.00724300257240342,"12952/21402/18030/105787/27373/225998/18628/108099/12753/79362/11865/19883",12
"Metabolism","Lipid metabolism","mmu00600","Sphingolipid metabolism","17/1650","56/10650",0.303571428571429,1.95941558441558,3.08209434635153,0.00371346992293152,0.0125238593479259,0.00735795898042159,"433323/23956/70750/13244/19156/20397/20698/20773/19012/208449/56336/74442/67916/66190/20597/58994/12091",17
"Organismal Systems","Endocrine system","mmu04915","Estrogen signaling pathway","33/1650","134/10650",0.246268656716418,1.58955223880597,2.9405226858822,0.00376558290747969,0.0125763157298351,0.00738877790736946,"17978/23797/13982/19401/14784/17977/14281/12313/11651/20418/18708/11515/224129/16522/16440/14229/12915/15511/193740/54393/15200/20779/17979/18749/242425/18707/208647/14228/15461/18709/18747/11513/14681",33
"Organismal Systems","Endocrine system","mmu04925","Aldosterone synthesis and secretion","27/1650","104/10650",0.259615384615385,1.6756993006993,2.96484085498838,0.00386651842199719,0.0127892532419907,0.00751388195367874,"14672/67972/11932/12291/18760/12313/12325/11515/224129/58226/16440/12915/18754/12322/269060/18227/18160/15495/11928/108058/18749/208647/12288/101540/18751/18747/11513",27
"Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection","50/1650","224/10650",0.223214285714286,1.44074675324675,2.85449575529776,0.00404899613380776,0.013153545586504,0.00772790927970857,"17164/23797/26420/21414/56208/15251/14281/12313/11651/13557/20963/18708/26419/12914/67841/16440/12575/14972/14964/15015/15040/15039/667977/240095/22339/18018/20779/18019/19055/14700/242705/12371/18707/12571/26414/22190/21415/14709/54131/12028/15461/14082/12443/26400/16150/18709/18021/234779/67443/54721",50
"Metabolism","Glycan biosynthesis and metabolism","mmu00514","Other types of O-glycan biosynthesis","14/1650","43/10650",0.325581395348837,2.1014799154334,3.09877224068874,0.00405312741909715,0.013153545586504,0.00772790927970857,"269132/80294/19719/108760/223827/207839/71685/14425/14595/53418/16848/381694/233733/108148",14
"Organismal Systems","Endocrine system","mmu04923","Regulation of lipolysis in adipocytes","17/1650","57/10650",0.298245614035088,1.92503987240829,2.99822019662178,0.00454368747240599,0.0146077429019408,0.00858227245156862,"16367/11539/23797/11651/18708/11515/224129/11554/19224/18160/18749/19218/18707/11556/18709/18747/11513",17
"Human Diseases","Substance dependence","mmu05030","Cocaine addiction","15/1650","48/10650",0.3125,2.01704545454545,3.02372445799694,0.00461800778208136,0.0147092099725555,0.00864188590798852,"19049/14813/13162/224129/12915/14810/67839/12064/18749/242443/108069/208647/14812/14814/18747",15
"Human Diseases","Cancer: overview","mmu05202","Transcriptional misregulation in cancer","50/1650","226/10650",0.221238938053097,1.42799678197908,2.78453481847717,0.0048696575174471,0.0153684604220349,0.00902920563350886,"260298/108829/21423/208266/67603/13198/19696/27140/19401/15902/20474/319152/319153/97908/360198/104156/13876/50528/12575/20182/12393/17283/15242/12151/20181/107951/18516/22029/21939/12608/269397/56458/12395/18124/70122/12580/18509/107823/16599/140780/17355/18590/17342/14011/12606/12028/16001/214162/235320/20466",50
"Human Diseases","Cancer: specific types","mmu05218","Melanoma","20/1650","72/10650",0.277777777777778,1.79292929292929,2.89050722945094,0.00537903723445414,0.016821716442293,0.00988301578004972,"23797/11651/13557/18708/14180/12575/12015/54635/12578/242705/18707/12571/18590/17342/12028/16001/15461/12443/14182/18709",20
"Human Diseases","Cancer: specific types","mmu05213","Endometrial cancer","17/1650","58/10650",0.293103448275862,1.89184952978056,2.91602826526258,0.00551996197228881,0.0170624431065208,0.0100244463783721,"23797/56484/21414/14784/11651/18708/18607/12575/12015/12371/18707/21415/12028/16202/15461/12443/18709",17
"Human Diseases","Infectious disease: bacterial","mmu05100","Bacterial invasion of epithelial cells","21/1650","77/10650",0.272727272727273,1.7603305785124,2.86697452798638,0.00555521403468119,0.0170624431065208,0.0100244463783721,"53860/20418/74325/18708/22330/16402/20779/12757/242687/71890/18707/242894/52398/19303/11461/16202/18709/78514/14388/12927/13430",21
"Metabolism","Glycan biosynthesis and metabolism","mmu00512","Mucin type O-glycan biosynthesis","11/1650","32/10650",0.34375,2.21875,2.95626518096125,0.00660700729154035,0.0200205546452144,0.011762382166099,"108760/218476/20442/207839/71685/20448/14425/56336/272411/233733/108148",11
"Genetic Information Processing","Folding, sorting and degradation","mmu03018","RNA degradation","22/1650","83/10650",0.265060240963855,1.71084337349398,2.7836347064033,0.00663471869056522,0.0200205546452144,0.011762382166099,"15510/18641/71701/104625/22057/210106/57259/18642/12228/15526/70640/227715/24128/319885/231464/72587/53621/18983/214627/72544/68533/13209",22
"Human Diseases","Substance dependence","mmu05032","Morphine addiction","24/1650","93/10650",0.258064516129032,1.66568914956012,2.76069114731878,0.00674692980168,0.0201821204502428,0.0118573045484903,"11539/218461/238871/11515/224129/16522/23984/54393/12287/18749/242425/14700/18578/14709/14407/110886/14402/18584/109689/18751/18747/11513/14681/18577",24
"Organismal Systems","Nervous system","mmu04725","Cholinergic synapse","28/1650","114/10650",0.245614035087719,1.58532695374801,2.6902224899261,0.00751414259901918,0.0222833194315741,0.0130917910981096,"23797/14672/14281/11651/18708/12325/16520/11515/224129/16522/16440/12322/12287/16536/108058/18749/14700/18707/208647/12288/14709/18751/15461/16535/18709/18747/11513/14681",28
"Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway","31/1650","131/10650",0.236641221374046,1.52741151977793,2.60059763130318,0.00898332866040558,0.0264125218733292,0.0155177607089327,"23797/26420/14784/14281/11651/20418/18708/26419/11515/224129/12915/22339/20779/18749/21812/14700/18707/18762/26414/208647/14709/21803/109689/15461/26400/12826/22341/18709/18747/11513/14681",31
"Organismal Systems","Immune system","mmu04611","Platelet activation","30/1650","126/10650",0.238095238095238,1.53679653679654,2.595252924027,0.00919835404944457,0.0268155406187198,0.0157545403879871,"14131/23797/17931/16399/11651/20963/14062/18708/11515/14724/14729/224129/16440/19877/19224/20779/18759/18749/18707/18762/434233/11461/22323/20866/18709/18747/11513/234779/69632/70549",30
NA,NA,"mmu04518","Integrin signaling","35/1650","153/10650",0.228758169934641,1.47653000594177,2.54201728917334,0.00993913398880787,0.0287316142197471,0.0168802629442823,"12835/23797/16399/170758/11651/18708/286940/22330/218952/12824/16402/22339/12445/16774/16410/20779/242022/54635/114249/18707/231470/19303/18590/11461/21803/60595/16001/16202/57342/12443/12826/22341/12845/18709/70549",35
"Human Diseases","Drug resistance: antineoplastic","mmu01524","Platinum drug resistance","21/1650","81/10650",0.259259259259259,1.67340067340067,2.6047991275136,0.0102563462225701,0.0292090233687626,0.0171607481236304,"23797/26408/103140/11783/11651/18708/21974/18607/12575/17688/12015/68312/14862/12578/12371/18707/170770/12028/14082/11979/18709",21
"Organismal Systems","Endocrine system","mmu04911","Insulin secretion","22/1650","86/10650",0.255813953488372,1.65116279069767,2.5959703988994,0.010274104150059,0.0292090233687626,0.0171607481236304,"14672/22318/11932/12325/11515/224129/16440/12915/140492/12322/140493/11928/108058/18749/26875/208647/12288/20927/18751/19339/18747/11513",22
"Organismal Systems","Nervous system","mmu04720","Long-term potentiation","18/1650","67/10650",0.26865671641791,1.73405698778833,2.58070231524671,0.0115338938471923,0.0325217990445424,0.0191070545182134,"14813/12313/12325/12914/20112/16440/12322/14810/108058/19055/18749/434233/12288/14812/14814/18751/15461/18747",18
"Metabolism","Carbohydrate metabolism","mmu00562","Inositol phosphate metabolism","20/1650","77/10650",0.25974025974026,1.67650531286895,2.55089503809968,0.0118047981106994,0.0330150451226064,0.0193968441356806,"18711/240752/320404/103199/69718/18717/72469/75678/114663/84095/18718/18707/67073/97287/16332/101490/212111/71780/234779/76500",20
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","28/1650","118/10650",0.23728813559322,1.53158705701079,2.4861945357669,0.0121284184361933,0.0336465801778265,0.0197678806430315,"23797/26408/26420/16362/12702/14281/11651/19766/18708/26419/12915/26410/56613/22029/69601/16449/12608/21938/18707/26414/72542/208647/12051/14082/26400/16150/22341/18709",28
"Human Diseases","Infectious disease: viral","mmu05162","Measles","33/1650","145/10650",0.227586206896552,1.46896551724138,2.43445647391851,0.0130007548025715,0.0357780772166769,0.0210201677649999,"23797/11783/12566/26420/20850/13665/14281/11651/18708/26419/15511/193740/12445/12015/22034/228607/56417/12448/12371/18707/22062/12571/26414/13666/170770/12447/54131/12028/14082/12443/16150/18709/54721",33
"Environmental Information Processing","Signal transduction","mmu04371","Apelin signaling pathway","32/1650","140/10650",0.228571428571429,1.47532467532468,2.42397508143608,0.0134330427661734,0.0366743389806639,0.0215467352640375,"208727/23797/21780/56208/15184/20698/12313/11651/105787/11515/224129/16440/18754/13653/17128/16449/17261/18749/21812/14700/108099/18181/110891/14709/20190/15461/12443/16598/18747/11513/67443/17127",32
"Organismal Systems","Endocrine system","mmu04922","Glucagon signaling pathway","25/1650","104/10650",0.240384615384615,1.55157342657343,2.42019997347693,0.0145904416714184,0.0393656412471872,0.0231279165222152,"23797/18641/104570/107476/12313/68734/11651/12325/105787/18642/12914/106557/16440/12322/18648/56458/74343/108058/19055/18749/108099/208647/78070/16828/18747",25
"Human Diseases","Cardiovascular disease","mmu05417","Lipid and atherosclerosis","46/1650","217/10650",0.211981566820276,1.36824465856724,2.3465880257321,0.0146476804640697,0.0393656412471872,0.0231279165222152,"15510/226641/23797/26408/11783/13198/26420/15525/78943/15512/13665/14281/12313/11651/18708/12325/26419/18607/20182/15511/193740/12322/18018/12015/22359/22325/20181/18024/22034/20779/21939/18019/108058/19055/12371/18707/76580/26414/13666/54131/12028/15461/26400/16150/18709/18021",46
"Human Diseases","Cancer: overview","mmu05206","MicroRNAs in cancer","63/1650","314/10650",0.200636942675159,1.29502026635785,2.27203781524631,0.0163447765443434,0.0435860707849158,0.0256074834476862,"14660/12168/16367/208727/74747/13637/216456/22416/23939/15184/14784/74370/13435/20677/13557/18708/723905/387228/16402/12914/12703/22350/12575/18712/22339/13640/13078/18754/19877/18569/22352/12151/18128/11350/723953/12125/13436/13636/13639/18129/12448/12578/242705/18707/12571/14184/18590/14086/11987/14056/108655/12447/723968/18751/15461/12443/16150/18709/387216/234779/19684/71819/12530",63
"Environmental Information Processing","Signal transduction","mmu04392","Hippo signaling pathway - multiple species","9/1650","27/10650",0.333333333333333,2.15151515151515,2.56509278425644,0.0167860635495757,0.0444185066234925,0.0260965522390164,"18016/64010/16475/50523/27373/329628/68473/213391/233651",9
"Metabolism","Glycan biosynthesis and metabolism","mmu00510","N-Glycan biosynthesis","15/1650","55/10650",0.272727272727273,1.7603305785124,2.4205187555966,0.0175241172141555,0.0460175291730496,0.0270360024517305,"107895/17155/268510/17309/380959/208624/17158/14376/227619/17156/14595/53418/230815/57377/103963",15
"Organismal Systems","Immune system","mmu04660","T cell receptor signaling pathway","28/1650","122/10650",0.229508196721311,1.48137108792846,2.28961314763263,0.0188046557248561,0.0490060724950795,0.0287918173777701,"23797/26420/14784/26932/14281/26931/11651/18708/26419/71978/224105/18607/18037/21770/26410/240354/18018/22325/18019/19055/12042/18707/26414/15461/26400/16150/18709/18021",28
"Human Diseases","Cardiovascular disease","mmu05418","Fluid shear stress and atherosclerosis","33/1650","149/10650",0.221476510067114,1.42953020134228,2.26071929739526,0.0192031349470031,0.0496682588102938,0.0291808619693281,"12168/14733/23797/26408/103140/26420/23939/16399/170758/20969/14281/12313/11651/18708/26419/105787/22339/18024/16410/20779/16800/68312/14862/22166/18707/18762/26414/18590/11461/26400/16150/18709/16598",33
