"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0055057","neuroblast division","14/10656","16/28928",0.875,2.37537537537538,4.20240523345114,4.3617942915495e-05,0.000132517796837097,3.96842913681956e-05,"12316/22416/19325/18222/13190/21678/16800/16842/100182/20678/18223/14183/14182/14168",14
"GO:0097150","neuronal stem cell population maintenance","21/10656","28/28928",0.75,2.03603603603604,4.18852118399508,4.47080419767595e-05,0.000135012091660071,4.04312425315535e-05,"12316/18933/19130/56484/14088/15205/13388/268996/12558/18128/16449/17391/20674/56458/99512/15208/19712/244329/320191/171167/18536",21
"GO:0090129","positive regulation of synapse maturation","10/10656","10/28928",1,2.71471471471471,4.1415557180026,4.5877434907205e-05,0.00013727536358046,4.11090106840425e-05,"12323/18013/15387/18189/18011/99152/69601/107995/19699/330814",10
"GO:0030901","midbrain development","33/10656","51/28928",0.647058823529412,1.75658010952129,4.12971167571699,4.88351859154643e-05,0.000145195291275719,4.34807428270092e-05,"13798/56207/110648/22416/22412/104318/71228/22418/14365/22408/13544/15205/15531/18742/16917/14173/55994/20319/68151/13799/14184/30841/19353/22413/338523/11859/14183/20377/14182/17125/11804/20187/12387",33
"GO:0031290","retinal ganglion cell axon guidance","18/10656","23/28928",0.782608695652174,2.12455934195065,4.12017411443326,6.14847687425676e-05,0.000179378589040119,5.37174052284815e-05,"53404/319504/13845/11658/268902/22339/13640/19274/20562/12167/13841/13844/20563/20355/18997/18186/270190/17986",18
"GO:0098696","regulation of neurotransmitter receptor localization to postsynaptic specialization membrane","19/10656","25/28928",0.76,2.06318318318318,4.06127503869809,7.71307505220434e-05,0.000221856949807796,6.64381392414387e-05,"23888/545156/56637/12322/56508/208188/665113/26422/18762/50791/15461/74513/69091/26395/81907/56808/13138/14735/245666",19
"GO:0021879","forebrain neuron differentiation","34/10656","54/28928",0.62962962962963,1.70926482037593,3.98389224805289,8.55374900855676e-05,0.000243361231583743,7.28778945349072e-05,"18187/19130/17172/213326/18293/22187/58208/16323/67263/328365/58234/15205/14682/74168/21375/13392/18508/12010/20674/70762/18072/19218/15208/20346/16873/68169/14461/18844/74244/14183/20664/244667/18186/18994",34
"GO:1904889","regulation of excitatory synapse assembly","20/10656","27/28928",0.740740740740741,2.01089978867757,4.01318622850797,9.20174885114108e-05,0.000258201862612706,7.73221272334421e-05,"16798/217692/19229/106042/16180/268932/19280/56724/18189/225875/192167/20351/19266/19249/14804/22421/243548/80749/272381/14182",20
"GO:0071679","commissural neuron axon guidance","13/10656","15/28928",0.866666666666667,2.35275275275275,4.00196455865427,0.000104253606923267,0.000289062799857642,8.65638627191986e-05,"19206/14365/14573/54003/22339/18028/13844/319757/18186/19649/17967/20187/13138",13
"GO:0051590","positive regulation of neurotransmitter transport","23/10656","33/28928",0.696969696969697,1.89207389207389,3.91563507584482,0.00012802647916445,0.000349201969452304,0.00010457337076867,"226407/11540/20979/20698/94245/12289/19219/59033/50873/545192/241263/12287/20910/12048/192167/69908/269642/20907/76854/20617/56216/382018/16412",23
"GO:0001504","neurotransmitter uptake","29/10656","45/28928",0.644444444444444,1.74948281614948,3.84239976573756,0.000154832196122422,0.000409503599615047,0.000122631529887458,"260298/18627/98660/16513/14580/16416/14573/13490/11820/50873/14251/63959/13340/30931/20511/69908/14664/57320/269642/18125/243328/20617/65106/243616/140919/26889/110877/16412/14758",29
"GO:1904948","midbrain dopaminergic neuron differentiation","12/10656","14/28928",0.857142857142857,2.32689832689833,3.79230567898352,0.000247001110336377,0.000629436480347991,0.000188493479970901,"110648/22412/104318/22418/22408/13544/20319/19353/22413/20377/20187/12387",12
"GO:0002052","positive regulation of neuroblast proliferation","28/10656","44/28928",0.636363636363636,1.72754572754573,3.68819373007721,0.000274983899466827,0.000694148546221667,0.000207872405205567,"12316/21907/15251/14634/15904/12950/13003/14365/13190/22339/18128/18508/329559/20674/14173/12032/73940/18129/242620/66993/319757/11595/22341/330790/244667/16412/57810/12387",28
"GO:0048172","regulation of short-term neuronal synaptic plasticity","16/10656","21/28928",0.761904761904762,2.06835406835407,3.74006460989018,0.000279843680686355,0.000701540638162342,0.000210086069614393,"226407/380702/20972/435145/72555/12064/22249/110891/232975/76787/12752/19339/382018/214162/20964/67043",16
"GO:0021535","cell migration in hindbrain","17/10656","23/28928",0.739130434782609,2.00652826739783,3.68773043633647,0.000331560259813663,0.000825491614113377,0.000247204907705701,"20353/18845/11932/192157/93686/68146/18072/16842/13131/13844/68703/22241/12386/16412/19823/270190/192176",17
"GO:0061669","spontaneous neurotransmitter secretion","10/10656","11/28928",0.909090909090909,2.46792246792247,3.71859262233305,0.000335756572684524,0.000831821323308609,0.000249100426873503,"116837/20979/13447/116838/50873/22249/19894/243725/13446/56216",10
"GO:0001956","positive regulation of neurotransmitter secretion","19/10656","27/28928",0.703703703703704,1.91035479924369,3.6140311673823,0.00041336991736775,0.00100618485470974,0.000301316003567824,"226407/11540/20979/20698/94245/12289/19219/59033/545192/241263/12287/20910/12048/192167/20907/76854/20617/56216/382018",19
"GO:0007274","neuromuscular synaptic transmission","20/10656","29/28928",0.689655172413793,1.87221704463084,3.58870633358681,0.000442833131782374,0.00106835535630744,0.000319933822146132,"12484/110532/237611/11443/13655/104156/18189/319262/12669/20910/228139/228785/192167/11444/16561/231760/207278/19339/16795/12286",20
"GO:1905962","glutamatergic neuron differentiation","20/10656","29/28928",0.689655172413793,1.87221704463084,3.58870633358681,0.000442833131782374,0.00106835535630744,0.000319933822146132,"19130/12142/22778/27419/387609/18189/16814/18508/114889/69743/22241/14489/14804/22421/11941/76484/18032/54352/17986/94190",20
"GO:1990403","embryonic brain development","20/10656","29/28928",0.689655172413793,1.87221704463084,3.58870633358681,0.000442833131782374,0.00106835535630744,0.000319933822146132,"13798/71713/18541/22671/71947/73710/105278/735309/106042/22408/20462/67581/106633/68816/13799/231214/243548/269878/12387/110954",20
"GO:0030517","negative regulation of axon extension","24/10656","37/28928",0.648648648648649,1.7608960311663,3.53671980296576,0.00049434624430443,0.00116553759295433,0.000349036390155537,"17756/74117/21960/68585/22416/18208/22418/20356/239667/65079/19280/20562/214968/360213/20360/70433/20346/20563/74132/20355/18186/20187/20350/15185",24
"GO:0051589","negative regulation of neurotransmitter transport","11/10656","13/28928",0.846153846153846,2.2970662970663,3.57213622909865,0.000579342355483262,0.00135276440005342,0.000405104053082281,"56695/22782/18015/11419/50873/15565/18125/243725/20617/110877/14758",11
"GO:0140250","regulation protein catabolic process at synapse","11/10656","13/28928",0.846153846153846,2.2970662970663,3.57213622909865,0.000579342355483262,0.00135276440005342,0.000405104053082281,"26554/208650/50873/328778/83814/269608/231003/22346/112405/23988/17999",11
"GO:0008090","retrograde axonal transport","17/10656","24/28928",0.708333333333333,1.92292292292292,3.45420286321511,0.000746043081067416,0.00171204972412031,0.00051269702417668,"13518/16560/16572/103583/16562/15114/56444/13424/67269/16573/17754/20615/78933/16561/23859/81907/12217",17
"GO:2001224","positive regulation of neuron migration","17/10656","24/28928",0.708333333333333,1.92292292292292,3.45420286321511,0.000746043081067416,0.00171204972412031,0.00051269702417668,"71175/224617/30957/20358/71653/56876/69601/17242/18508/16800/18786/20346/19699/76454/330914/214812/192176",17
"GO:0098877","neurotransmitter receptor transport to plasma membrane","18/10656","26/28928",0.692307692307692,1.87941787941788,3.42589286136249,0.000801616226726968,0.00182803170224657,0.000547429435394475,"74053/216831/22318/105782/107589/12322/17919/20908/13821/76742/65945/18196/26414/243547/56216/20909/17274/65114",18
"GO:0021932","hindbrain radial glia guided cell migration","12/10656","15/28928",0.8,2.17177177177177,3.46655299123922,0.000817991123988821,0.00185116855958425,0.000554358088072437,"11932/192157/93686/68146/16842/13131/68703/22241/12386/16412/19823/192176",12
"GO:0070572","positive regulation of neuron projection regeneration","12/10656","15/28928",0.8,2.17177177177177,3.46655299123922,0.000817991123988821,0.00185116855958425,0.000554358088072437,"16971/14824/14226/80913/223255/15234/19242/109880/16001/18213/211323/192176",12
"GO:0019896","axonal transport of mitochondrion","13/10656","17/28928",0.764705882352941,2.07595831125243,3.38878572406845,0.00103112862203488,0.00224942239935403,0.000673620721417865,"70827/15114/56444/15251/67269/319613/50850/78933/17760/68196/235180/67095/15185",13
"GO:0051386","regulation of neurotrophin TRK receptor signaling pathway","13/10656","17/28928",0.764705882352941,2.07595831125243,3.38878572406845,0.00103112862203488,0.00224942239935403,0.000673620721417865,"83767/320150/24064/21770/225849/76829/24063/54673/19268/22241/20430/11606/81907",13
"GO:0014041","regulation of neuron maturation","14/10656","19/28928",0.736842105263158,2.00031610557926,3.33083628875419,0.0012096465339342,0.00261443604590472,0.000782929118092252,"12043/14025/387208/387150/170758/668253/13618/71751/74143/56637/56717/19353/243547/19713",14
"GO:1902667","regulation of axon guidance","10/10656","12/28928",0.833333333333333,2.26226226226226,3.33984932039796,0.00134312592271432,0.00286785019030249,0.000858817496733691,"53404/73710/105689/16564/21375/11603/20563/384569/18997/19649",10
"GO:1990416","cellular response to brain-derived neurotrophic factor stimulus","10/10656","12/28928",0.833333333333333,2.26226226226226,3.33984932039796,0.00134312592271432,0.00286785019030249,0.000858817496733691,"83767/74053/14799/18212/13383/18033/20404/22215/13631/81907",10
"GO:0032292","peripheral nervous system axon ensheathment","21/10656","33/28928",0.636363636363636,1.72754572754573,3.19346143337543,0.00159024027201873,0.00330377848695852,0.000989362268477862,"215798/12833/18858/18015/53321/56217/192119/11651/18212/17988/18810/67453/18991/20481/11652/18213/16202/234094/211323/93742/13138",21
"GO:0048680","positive regulation of axon regeneration","11/10656","14/28928",0.785714285714286,2.13299013299013,3.23811163860184,0.00179792692102184,0.00368837345768459,0.00110453456413411,"16971/14824/14226/80913/223255/19242/109880/16001/18213/211323/192176",11
"GO:1905809","negative regulation of synapse organization","14/10656","20/28928",0.7,1.9003003003003,3.07573652662313,0.00266488882403585,0.00530704938518014,0.00158926951046273,"442801/18013/22418/73181/14083/56637/19876/11820/74762/20562/13841/19249/19242/11816",14
"GO:0019228","neuronal action potential","35/10656","64/28928",0.546875,1.48460960960961,2.96387245935973,0.00269401340997124,0.0053601520615922,0.00160517184308118,"16526/11735/114774/14799/18858/12291/195208/15165/16531/110862/239556/20273/14167/58226/16528/20274/56508/228139/11438/16536/14466/11444/16490/99738/64378/230103/56717/13483/18438/76854/16508/16485/11441/110835/14265",35
"GO:0036480","neuron intrinsic apoptotic signaling pathway in response to oxidative stress","15/10656","22/28928",0.681818181818182,1.85094185094185,3.04910924861674,0.00280207892157811,0.00553076634282866,0.00165626465483752,"11545/26408/69754/209027/15251/22408/19125/50873/13163/14173/50754/68943/57320/14362/12387",15
"GO:0098969","neurotransmitter receptor transport to postsynaptic membrane","15/10656","22/28928",0.681818181818182,1.85094185094185,3.04910924861674,0.00280207892157811,0.00553076634282866,0.00165626465483752,"74053/216831/22318/105782/107589/20908/13821/65945/18196/26414/243547/56216/20909/17274/65114",15
"GO:1904862","inhibitory synapse assembly","18/10656","28/28928",0.642857142857143,1.74517374517375,3.01261337333311,0.00290293942841029,0.00567115555525057,0.00169830615072468,"14270/216856/20354/74762/225872/228942/20351/246316/14405/14397/269788/14407/110886/14402/330790/64085/235611/14168",18
"GO:0048170","positive regulation of long-term neuronal synaptic plasticity","9/10656","11/28928",0.818181818181818,2.22113022113022,3.09340985674088,0.00307174788430391,0.00591548974008217,0.00177147540959779,"58234/18011/12064/14359/13844/16542/108071/20320/14265",9
"GO:0048843","negative regulation of axon extension involved in axon guidance","9/10656","11/28928",0.818181818181818,2.22113022113022,3.09340985674088,0.00307174788430391,0.00591548974008217,0.00177147540959779,"22416/22418/20356/20562/20346/18186/20187/20350/15185",9
"GO:1903377","negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","10/10656","13/28928",0.769230769230769,2.08824208824209,2.99703183887511,0.00388907114681784,0.00737434662351944,0.00220835032759836,"69754/209027/15251/22408/50873/14173/68943/57320/14362/12387",10
"GO:0140243","regulation of translation at synapse","11/10656","15/28928",0.733333333333333,1.99079079079079,2.93114142382418,0.00449275036286264,0.00835426674413992,0.00250180099243294,"192170/100715/68966/14359/13684/56717/231207/20430/12877/13631/14265",11
"GO:0021895","cerebral cortex neuron differentiation","19/10656","31/28928",0.612903225806452,1.66385740579289,2.82413226699341,0.00486101391152582,0.00896050697532376,0.00268334803402009,"21907/17172/170758/19164/15904/15205/67102/13392/329559/16536/11924/252838/269610/19353/13796/19305/233552/20466/94190",19
"GO:0150076","neuroinflammatory response","46/10656","91/28928",0.505494505494505,1.37227337227337,2.7162102969903,0.00511536208893794,0.00930557521910858,0.00278668350333145,"19225/19165/15979/11540/16971/432530/13649/15525/16163/217166/27419/14824/20698/59027/19164/217734/12759/11514/11820/15980/106763/14815/269060/16452/77125/72691/24136/17096/16476/12259/21938/319757/12183/20617/19016/22177/13032/16795/234779/11606/16412/16835/11920/17918/81897/209012",46
"GO:0016322","neuron remodeling","13/10656","19/28928",0.684210526315789,1.85743638375217,2.85507771630455,0.00516244173872125,0.00934700750145654,0.00279909097465975,"210933/227377/57764/14025/110862/18591/223881/11820/224650/14682/16536/12259/121021",13
"GO:0035633","maintenance of blood-brain barrier","15/10656","23/28928",0.652173913043478,1.77046611829221,2.82284308014289,0.00532305388859535,0.00949839692238984,0.00284442663548246,"19225/27375/27419/12062/18260/12488/22339/20496/17196/21873/24136/20404/76574/269831/21872",15
"GO:0007158","neuron cell-cell adhesion","8/10656","10/28928",0.8,2.17177177177177,2.83018396000808,0.00691266595145759,0.012080997057105,0.00361782204862509,"21960/216856/12569/18189/192167/56079/19713/245537",8
"GO:0045161","neuronal ion channel clustering","10/10656","14/28928",0.714285714285714,1.93908193908194,2.68391759822015,0.00911693171130787,0.0153624998784873,0.00460051356023674,"269116/11735/18858/319504/80906/16500/67161/80297/23859/235379",10
"GO:0099011","neuronal dense core vesicle exocytosis","10/10656","14/28928",0.714285714285714,1.93908193908194,2.68391759822015,0.00911693171130787,0.0153624998784873,0.00460051356023674,"116837/27062/54526/20910/20614/20912/22249/19339/382018/208898",10
"GO:0007406","negative regulation of neuroblast proliferation","11/10656","16/28928",0.6875,1.86636636636637,2.64714827478309,0.00960073306637468,0.015975971694568,0.00478422620017332,"12227/19130/12484/18015/12385/18508/12064/14184/19242/14461/21803",11
"GO:1903376","regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","13/10656","20/28928",0.65,1.76456456456456,2.61201640986741,0.00980075429456556,0.0161329914994774,0.00483124795753214,"11545/69754/209027/15251/22408/19125/50873/14173/50754/68943/57320/14362/12387",13
"GO:0048854","brain morphogenesis","25/10656","46/28928",0.543478260869565,1.47538843191017,2.46416425734891,0.0115059636265999,0.0188394666142525,0.00564173945074296,"56207/23797/19165/56484/18541/103583/18015/19164/14088/22418/21821/58234/17356/12558/68505/19211/18504/329559/20674/14466/231580/319757/12386/13796/18032",25
"GO:0098810","neurotransmitter reuptake","18/10656","31/28928",0.580645161290323,1.57628596338274,2.45159242030407,0.0130331343363687,0.0212601377972002,0.0063666429944442,"260298/18627/16513/16416/14573/50873/30931/20511/69908/57320/269642/18125/243328/20617/26889/110877/16412/14758",18
"GO:0021871","forebrain regionalization","16/10656","27/28928",0.592592592592593,1.60871983094205,2.41656598400529,0.0147233366464361,0.0238742993537696,0.00714948991289974,"241062/14634/13865/12159/22422/22408/20462/20473/13797/16870/73668/18508/12156/22414/242620/13796",16
"GO:0097049","motor neuron apoptotic process","16/10656","27/28928",0.592592592592593,1.60871983094205,2.41656598400529,0.0147233366464361,0.0238742993537696,0.00714948991289974,"12043/110532/13867/26404/19877/14102/11909/16500/12017/12804/11603/12028/14082/26400/12931/22687",16
"GO:0150104","transport across blood-brain barrier","14/10656","23/28928",0.608695652173913,1.65243504373939,2.3903994020461,0.0163797787768251,0.0263900920756241,0.00790287892010446,"16971/217721/17250/26569/16592/20525/76574/18669/330064/26357/20514/11816/26457/20502",14
"GO:0060385","axonogenesis involved in innervation","8/10656","11/28928",0.727272727272727,1.97433797433797,2.46822709114871,0.017155114130534,0.0272299432351133,0.00815438399274053,"18164/16401/77018/230103/230857/20346/14184/18186",8
"GO:0099547","regulation of translation at synapse, modulating synaptic transmission","8/10656","11/28928",0.727272727272727,1.97433797433797,2.46822709114871,0.017155114130534,0.0272299432351133,0.00815438399274053,"192170/14359/13684/56717/231207/20430/12877/14265",8
"GO:0099639","neurotransmitter receptor transport, endosome to plasma membrane","8/10656","11/28928",0.727272727272727,1.97433797433797,2.46822709114871,0.017155114130534,0.0272299432351133,0.00815438399274053,"74053/216831/105782/17919/18196/243547/17274/65114",8
"GO:1905806","regulation of synapse pruning","8/10656","11/28928",0.727272727272727,1.97433797433797,2.46822709114871,0.017155114130534,0.0272299432351133,0.00815438399274053,"210933/13838/53972/93840/54712/237868/16423/16412",8
"GO:0021859","pyramidal neuron differentiation","12/10656","19/28928",0.631578947368421,1.71455666192508,2.37931914385491,0.0177600533205423,0.0280133241519193,0.0083889782683534,"213326/18293/328365/12053/16536/70762/14466/74244/14183/210801/244667/209012",12
"GO:1990535","neuron projection maintenance","9/10656","13/28928",0.692307692307692,1.87941787941788,2.42192744865157,0.0180868346691461,0.0282679613989959,0.008465232922048,"72320/19164/26874/11820/17754/13191/232975/16337/11666",9
"GO:0097475","motor neuron migration","10/10656","15/28928",0.666666666666667,1.80980980980981,2.39572985640913,0.0183652944081983,0.0283256180327436,0.00848249900032251,"17172/18208/14365/12614/22339/53883/13131/19699/18186/107934",10
"GO:0070286","axonemal dynein complex assembly","23/10656","43/28928",0.534883720930233,1.45205670787066,2.26540951468527,0.0189783876789833,0.0292367338937777,0.00875534527578472,"227058/627872/103784/327954/74407/432611/109065/64652/110082/26942/54562/105833/66793/242253/68922/242584/381738/330188/433956/243538/235330/67685/114602",23
"GO:0032291","axon ensheathment in central nervous system","18/10656","33/28928",0.545454545454545,1.48075348075348,2.11020096967134,0.0286212111698335,0.0430470390219396,0.0128910325998306,"16513/18605/18377/53321/15904/12759/12805/56386/19211/11305/75786/56336/15208/14184/23966/17433/209012/14758",18
"GO:0060856","establishment of blood-brain barrier","12/10656","20/28928",0.6,1.62882882882883,2.14829629311169,0.0296990018595073,0.0444126427624563,0.0132999815714074,"20479/16973/50500/53614/76574/18669/12183/22421/14366/78560/12387/17986",12
"GO:2000671","regulation of motor neuron apoptotic process","12/10656","20/28928",0.6,1.62882882882883,2.14829629311169,0.0296990018595073,0.0444126427624563,0.0132999815714074,"12043/13867/26404/19877/16500/12017/12804/11603/12028/26400/12931/22687",12
"GO:0001771","immunological synapse formation","11/10656","18/28928",0.611111111111111,1.65899232565899,2.1357397176256,0.031411851824923,0.0466645506092585,0.0139743465945196,"17974/216963/12775/18003/13383/12488/76088/18829/12520/270190/17698",11
"GO:0061101","neuroendocrine cell differentiation","10/10656","16/28928",0.625,1.6966966966967,2.1287292885604,0.0329728966445709,0.0484878088758895,0.0145203465584445,"17172/15205/18128/12156/16449/53626/14173/22417/14461/22411",10
"GO:0021514","ventral spinal cord interneuron differentiation","9/10656","14/28928",0.642857142857143,1.74517374517375,2.12972355783847,0.0342326599932548,0.049848135015685,0.0149277150793216,"14633/17172/14634/24069/54485/16911/116810/14461/20664",9
"GO:0051964","negative regulation of synapse assembly","9/10656","14/28928",0.642857142857143,1.74517374517375,2.12972355783847,0.0342326599932548,0.049848135015685,0.0149277150793216,"22418/14083/56637/19876/11820/74762/20562/13841/19249",9
"GO:0098887","neurotransmitter receptor transport, endosome to postsynaptic membrane","7/10656","10/28928",0.7,1.9003003003003,2.17449808101082,0.0347266500290737,0.049848135015685,0.0149277150793216,"74053/216831/105782/18196/243547/17274/65114",7
"GO:0140245","regulation of translation at postsynapse","7/10656","10/28928",0.7,1.9003003003003,2.17449808101082,0.0347266500290737,0.049848135015685,0.0149277150793216,"192170/100715/68966/13684/20430/13631/14265",7
"GO:1905603","regulation of blood-brain barrier permeability","7/10656","10/28928",0.7,1.9003003003003,2.17449808101082,0.0347266500290737,0.049848135015685,0.0149277150793216,"27375/18260/22339/21873/24136/20404/21872",7
"GO:0019227","neuronal action potential propagation","8/10656","12/28928",0.666666666666667,1.80980980980981,2.14269476621883,0.0349501148534567,0.049848135015685,0.0149277150793216,"98660/18858/53321/14226/319504/18212/12298/18213",8
"GO:0021884","forebrain neuron development","16/10656","30/28928",0.533333333333333,1.44784784784785,1.87418727970077,0.0480345324447244,0.0672051729346476,0.0201255207062267,"18187/213326/18293/22187/328365/14682/70762/18072/20346/68169/18844/74244/14183/20664/244667/18186",16
"GO:0021527","spinal cord association neuron differentiation","8/10656","13/28928",0.615384615384615,1.67059367059367,1.84682305842803,0.0619313631483539,0.083762360832424,0.0250838001558997,"17172/22416/22408/16911/21349/18509/16873/14842",8
"GO:2000672","negative regulation of motor neuron apoptotic process","8/10656","13/28928",0.615384615384615,1.67059367059367,1.84682305842803,0.0619313631483539,0.083762360832424,0.0250838001558997,"12043/13867/26404/19877/12017/12804/12931/22687",8
"GO:0007270","neuron-neuron synaptic transmission","7/10656","11/28928",0.636363636363636,1.72754572754573,1.84304432555655,0.065476837851518,0.0874540481865628,0.0261893271122678,"22333/239985/19211/16561/22335/12286/50876",7
"GO:0060052","neurofilament cytoskeleton organization","7/10656","11/28928",0.636363636363636,1.72754572754573,1.84304432555655,0.065476837851518,0.0874540481865628,0.0261893271122678,"380684/110596/50769/18040/226180/11909/26889",7
"GO:0099612","protein localization to axon","7/10656","11/28928",0.636363636363636,1.72754572754573,1.84304432555655,0.065476837851518,0.0874540481865628,0.0261893271122678,"269116/11735/53321/13823/360213/22239/59042",7
"GO:1904338","regulation of dopaminergic neuron differentiation","7/10656","11/28928",0.636363636363636,1.72754572754573,1.84304432555655,0.065476837851518,0.0874540481865628,0.0261893271122678,"22416/15902/15375/56637/21844/20319/20377",7
"GO:0035082","axoneme assembly","49/10656","112/28928",0.4375,1.18768768768769,1.5197904383838,0.0786299050773673,0.103813069344876,0.0310882627846066,"227058/627872/269209/212892/213402/103784/22210/327954/74407/432611/15223/12009/109065/320244/64652/21821/110082/26942/54562/319953/239591/105833/66793/75564/18011/100048534/381229/381350/26920/70997/242253/68922/242584/332934/76166/207686/381738/231214/330188/433956/74354/243538/101100/70989/235330/17427/67685/114602/209012",49
"GO:0048665","neuron fate specification","20/10656","41/28928",0.48780487804878,1.32425108034864,1.58663817679529,0.0787171756921158,0.103907307626702,0.0311164837445324,"260298/14633/17172/20682/17933/15375/14634/13388/110147/17128/24069/16911/18028/18027/242620/11921/18213/20664/14232/18032",20
"GO:0051124","synaptic assembly at neuromuscular junction","8/10656","14/28928",0.571428571428571,1.55126555126555,1.57552951745678,0.0988629673551528,0.127488378810254,0.0381781624168139,"108030/20474/105689/56637/11820/228357/11603/16795",8
"GO:0098908","regulation of neuronal action potential","8/10656","14/28928",0.571428571428571,1.55126555126555,1.57552951745678,0.0988629673551528,0.127488378810254,0.0381781624168139,"114774/14167/56508/14466/11444/99738/110835/14265",8
"GO:0060579","ventral spinal cord interneuron fate commitment","7/10656","12/28928",0.583333333333333,1.58358358358358,1.54411748912927,0.108214250048804,0.137620067461404,0.0412122370398499,"14633/17172/14634/24069/54485/116810/20664",7
"GO:0021522","spinal cord motor neuron differentiation","19/10656","40/28928",0.475,1.28948948948949,1.39913563780393,0.109448844588668,0.13908193312356,0.0416500129783486,"227331/14633/16872/240880/18023/192119/14634/30946/19206/723905/16814/24069/16911/654470/233552/11859/26889/12286/110350",19
"GO:0003357","noradrenergic neuron differentiation","6/10656","10/28928",0.6,1.62882882882883,1.51881220201356,0.118222793827143,0.147525076140592,0.0441784292027985,"17172/20666/20677/53626/66743/11859",6
"GO:0014016","neuroblast differentiation","6/10656","10/28928",0.6,1.62882882882883,1.51881220201356,0.118222793827143,0.147525076140592,0.0441784292027985,"17172/18131/20473/13392/12038/18032",6
"GO:0021877","forebrain neuron fate commitment","6/10656","10/28928",0.6,1.62882882882883,1.51881220201356,0.118222793827143,0.147525076140592,0.0441784292027985,"17172/58208/74168/21375/18508/14461",6
"GO:0031547","brain-derived neurotrophic factor receptor signaling pathway","6/10656","10/28928",0.6,1.62882882882883,1.51881220201356,0.118222793827143,0.147525076140592,0.0441784292027985,"108900/320027/18212/73181/21844/232975",6
"GO:0098883","synapse pruning","9/10656","17/28928",0.529411764705882,1.43720190779014,1.37698976638802,0.130965692959119,0.162138553411611,0.0485546375594657,"210933/13838/53972/93840/54712/237868/16423/12259/16412",9
"GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway","8/10656","15/28928",0.533333333333333,1.44784784784785,1.32490672157904,0.145524977622939,0.178406582354918,0.0534263243515877,"14586/14573/18188/14585/72043/19713/23886/404194",8
"GO:0060040","retinal bipolar neuron differentiation","8/10656","15/28928",0.533333333333333,1.44784784784785,1.32490672157904,0.145524977622939,0.178406582354918,0.0534263243515877,"12142/22778/27419/387609/114889/69743/54352/17986",8
"GO:0021860","pyramidal neuron development","7/10656","13/28928",0.538461538461538,1.46176946176946,1.27171866820449,0.162210951432661,0.196796288822925,0.0589333768914749,"213326/18293/328365/70762/74244/14183/244667",7
"GO:1904396","regulation of neuromuscular junction development","7/10656","13/28928",0.538461538461538,1.46176946176946,1.27171866820449,0.162210951432661,0.196796288822925,0.0589333768914749,"108030/20474/105689/56637/11603/19242/13191",7
"GO:0048664","neuron fate determination","6/10656","11/28928",0.545454545454545,1.48075348075348,1.21786155996438,0.181517940997894,0.216884492222814,0.0649490678840196,"18933/19130/22408/16814/11921/12387",6
"GO:0099538","synaptic signaling via neuropeptide","6/10656","11/28928",0.545454545454545,1.48075348075348,1.21786155996438,0.181517940997894,0.216884492222814,0.0649490678840196,"14816/18212/14803/381677/109648/12424",6
"GO:0050884","neuromuscular process controlling posture","11/10656","23/28928",0.478260869565217,1.29834182008095,1.09306836775572,0.189192965874055,0.225678454822947,0.0675825418960703,"56695/110532/53321/14528/50769/14297/21407/69017/26889/77733/16795",11
"GO:0140241","translation at synapse","21/10656","48/28928",0.4375,1.18768768768769,0.993833355164813,0.198323498431149,0.236268045324863,0.07075374157625,"13629/27370/19942/67671/20088/26961/67097/19896/54217/20044/27176/269261/66489/19934/100503670/19951/20103/22186/270106/19944/110954",21
"GO:0140242","translation at postsynapse","21/10656","48/28928",0.4375,1.18768768768769,0.993833355164813,0.198323498431149,0.236268045324863,0.07075374157625,"13629/27370/19942/67671/20088/26961/67097/19896/54217/20044/27176/269261/66489/19934/100503670/19951/20103/22186/270106/19944/110954",21
"GO:0007218","neuropeptide signaling pathway","43/10656","105/28928",0.40952380952381,1.11174031174031,0.875972954751018,0.218287650305571,0.258216873113411,0.0773266223359702,"226304/14767/13599/12921/20606/14428/208990/18976/18217/20605/27220/57260/16995/70086/239336/20607/14429/80910/225642/19697/226278/227717/22174/18610/246313/18216/229214/229357/18167/20661/230777/18386/104443/14763/109648/50501/114640/68039/209776/14608/20660/387285/23963",43
"GO:0140236","translation at presynapse","20/10656","47/28928",0.425531914893617,1.15519775094243,0.813174964672642,0.251826455743767,0.294480659569442,0.0881863159181404,"27370/19942/67671/20088/26961/67097/19896/54217/20044/27176/269261/66489/19934/100503670/19951/20103/22186/270106/19944/110954",20
"GO:0048934","peripheral nervous system neuron differentiation","6/10656","12/28928",0.5,1.35735735735736,0.945540212039708,0.254821631946985,0.296234678106221,0.088711581085085,"17172/380684/18858/18212/67453/225631",6
"GO:0048935","peripheral nervous system neuron development","6/10656","12/28928",0.5,1.35735735735736,0.945540212039708,0.254821631946985,0.296234678106221,0.088711581085085,"17172/380684/18858/18212/67453/225631",6
